證券代碼,年月日,收盤價(元),流通在外股數(千股),成交量(千股)
5289 宜鼎,2017/04/26,103.5,"66,394",800
52891 宜鼎一,2017/04/26,116.5,"5,000",51
5291 邑昇,2017/04/26,13.35,"33,472",55
5294 捷音特,2017/04/26,50,"23,770",0
5295 懷藝,2017/04/26,5.68,"29,140",5
5297 廣化,2017/04/26,21.2,"23,507",38
5299 杰力,2017/04/26,28.05,"31,155",37
5301 寶得利,2017/04/26,24.7,"117,975",93
5302 太欣,2017/04/26,6.11,"162,377",50
5304 鼎創達,2017/04/26,2.96,"185,962",15
5305 敦南,2017/04/26,28.25,"310,377","1,793"
5306 桂盟,2017/04/26,144,"120,000",60
5309 系統電,2017/04/26,9.02,"213,638",411
53093 系統電三,2017/04/26,102,516,0
5310 天剛,2017/04/26,28.9,"49,601",37
5312 寶島科,2017/04/26,74.2,"60,059",16
5314 世紀,2017/04/26,4.78,"60,000",11
5315 光聯,2017/04/26,24.55,"106,351",849
5317 凱美,2017/04/26,27.2,"134,615",701
5321 友銓,2017/04/26,29.45,"28,800",91
5324 士開,2017/04/26,11.5,"106,379",19
5328 華容,2017/04/26,9.44,"178,310","1,732"
5340 建榮,2017/04/26,7.05,"194,893",987
5344 立衛,2017/04/26,7.14,"79,447",13
5345 天揚,2017/04/26,8.32,"50,000",65
5347 世界,2017/04/26,56.5,"1,638,982","1,834"
5348 系通,2017/04/26,4.71,"25,950",0
5349 先豐,2017/04/26,28.2,"224,096",824
5351 鈺創,2017/04/26,12.25,"436,953",682
5353 台林,2017/04/26,11.1,"81,850",48
5355 佳總,2017/04/26,7.3,"166,122",189
5356 協益,2017/04/26,46.05,"128,800",258
5364 力麗店,2017/04/26,22.65,"14,099",3
5371 中光電,2017/04/26,44.2,"434,423",600
5381 合正,2017/04/26,3,"187,054",276
5383 金利,2017/04/26,8.4,"71,414",9
5384 捷元,2017/04/26,14.05,"79,569",98
5386 青雲,2017/04/26,41.2,"13,516",562
5388 中磊,2017/04/26,76.5,"242,919","1,429"
5392 應華,2017/04/26,48.3,"102,786",232
53924 應華四,2017/04/26,103.2,"12,586",0
5398 力瑋,2017/04/26,31.75,"49,950",23
5403 中菲,2017/04/26,35.1,"62,630",73
5410 國眾,2017/04/26,13.55,"85,900",85
5425 台半,2017/04/26,38.9,"240,805","3,526"
5426 振發,2017/04/26,13.1,"143,800",124
5432 達威,2017/04/26,24.7,"20,687",0
5434 崇越,2017/04/26,98.9,"165,899",550
5438 東友,2017/04/26,14.5,"112,536",119
5439 高技,2017/04/26,31.55,"85,975",954
5443 均豪,2017/04/26,24.6,"165,136","1,209"
5450 寶聯通,2017/04/26,8.21,"50,392",31
5452 佶優,2017/04/26,9.67,"148,763",339
5455 訊利電,2017/04/26,8.8,"35,501",2
5457 宣德,2017/04/26,23.85,"167,800",239
5460 同協,2017/04/26,12.85,"72,032",221
5464 霖宏,2017/04/26,15.3,"71,071",13
5465 富驊,2017/04/26,16.5,"144,091",30
5468 凱鈺,2017/04/26,5.8,"69,822",0
5469 瀚宇博,2017/04/26,17.3,"450,436","1,459"
5471 松翰,2017/04/26,34.15,"167,877",508
5474 聰泰,2017/04/26,67.3,"33,729",110
5475 德宏,2017/04/26,5.67,"147,911",486
54755 德宏五,2017/04/26,99,38,0
54758 德宏八,2017/04/26,103.6,"2,000",0
54759 德宏九,2017/04/26,108.5,"2,000",0
5478 智冠,2017/04/26,68,"127,474",914
5480 統盟,2017/04/26,12.85,"199,097",204
5481 華韡,2017/04/26,17.45,"94,693",155
5483 中美晶,2017/04/26,44.1,"580,031","7,338"
5484 慧友,2017/04/26,5.83,"115,507",71
5487 通泰,2017/04/26,26.4,"22,134",1
5488 松普,2017/04/26,8.31,"91,586",370
5489 彩富,2017/04/26,37.1,"104,175",28
5490 同亨,2017/04/26,72.5,"94,396","10,034"
5491 連展,2017/04/26,10.8,"207,290",867
5493 三聯,2017/04/26,31.25,"44,264",12
5498 凱崴,2017/04/26,10.4,"161,895",307
5508 永信建,2017/04/26,28.25,"217,428",330
5511 德昌,2017/04/26,22.05,"133,461",37
5512 力麒,2017/04/26,9.2,"743,992",799
5514 三豐,2017/04/26,9.7,"176,643",2
5515 建國,2017/04/26,9.11,"337,900",72
5516 雙喜,2017/04/26,8.69,"38,295",12
5519 隆大,2017/04/26,11.75,"183,063",90
55191 隆大一,2017/04/26,104.5,"2,000",0
55192 隆大二,2017/04/26,103.05,991,0
5520 力泰,2017/04/26,27.5,"70,959",12
5521 工信,2017/04/26,13,"347,527",737
5522 遠雄,2017/04/26,40.7,"835,433",625
5523 豐謙,2017/04/26,14.25,"112,851",64
5525 順天,2017/04/26,14.2,"253,090",39
5529 志嘉,2017/04/26,10.9,"104,270",283
55291 志嘉一,2017/04/26,101.3,"4,000",20
5530 龍巖,2017/04/26,57.1,"420,084",313
5531 鄉林,2017/04/26,10.7,"882,310",227
5533 皇鼎,2017/04/26,15.75,"285,244",39
5534 長虹,2017/04/26,70,"290,325",671
5536 聖暉,2017/04/26,129.5,"47,236",209
5538 東明-KY,2017/04/26,28.95,"168,000",4
5543 崇佑-KY,2017/04/26,25,"27,199",368
5601 台聯櫃,2017/04/26,21.95,"64,800",7
5603 陸海,2017/04/26,13.35,"78,324",23
5604 中連貨,2017/04/26,32.9,"108,782",0
5607 遠雄港,2017/04/26,14.25,"169,979",27
5608 四維航,2017/04/26,10.1,"423,560",184
56084 四維航四,2017/04/26,102,"4,000",0
56085 四維航五,2017/04/26,101.6,22,0
5609 中菲行,2017/04/26,23.1,"129,000",199
5701 劍湖山,2017/04/26,2.87,"253,756",83
5703 亞都,2017/04/26,26.15,"70,239",8
5704 老爺知,2017/04/26,24.5,"38,861",3
5706 鳳凰,2017/04/26,35.7,"64,039",18
5820 日盛金,2017/04/26,7.18,"3,542,360","1,708"
5859 遠壽,2017/04/26,9.2,"1,242,573",84
5863 瑞興銀,2017/04/26,10.2,"273,310",1
5864 致和證,2017/04/26,8.5,"212,283",20
5871 中租-KY,2017/04/26,76,"1,139,229","20,035"
5876 上海商銀,2017/04/26,30,"4,079,103","2,159"
5878 台名,2017/04/26,48.9,"23,688",3
5880 合庫金,2017/04/26,15.45,"11,847,285","17,617"
5902 德記,2017/04/26,14.2,"94,500",95
5903 全家,2017/04/26,205,"223,220",22
5904 寶雅,2017/04/26,404.5,"96,476",102
5905 南仁湖,2017/04/26,8,"203,916",70
5906 台南-KY,2017/04/26,5.3,"30,000",44
5907 大洋-KY,2017/04/26,23.45,"199,499",124
6005 群益證,2017/04/26,10,"2,169,072",879
6015 宏遠證,2017/04/26,6.86,"380,000",212
6016 康和證,2017/04/26,6.95,"633,336",275
6020 大展證,2017/04/26,13,"252,353",71
6021 大慶證,2017/04/26,9.86,"306,755",154
6022 大眾證,2017/04/26,11,"377,761",719
6023 元大期,2017/04/26,39.35,"232,276",60
6024 群益期,2017/04/26,34.95,"160,397",95
6026 福邦證,2017/04/26,9,"241,700",156
6027 德信,2017/04/26,5.72,"137,550",296
6101 弘捷,2017/04/26,29,"69,826",36
6103 合邦,2017/04/26,13.55,"57,084",10
6104 創惟,2017/04/26,40.4,"90,699",392
6105 瑞傳,2017/04/26,38.1,"105,763",59
61053 瑞傳三,2017/04/26,108,"1,617",0
6107 華美,2017/04/26,67.1,"79,719",152
61071 華美一,2017/04/26,108.1,"3,933",3
6108 競國,2017/04/26,31.35,"159,899",898
6109 亞元,2017/04/26,13.35,"72,686",73
6111 大宇資,2017/04/26,129,"48,187",49
6112 聚碩,2017/04/26,29.5,"96,306",178
6113 亞矽,2017/04/26,9.76,"50,047",246
6114 久威,2017/04/26,79,"39,776","1,008"
6115 鎰勝,2017/04/26,49.1,"187,623",196
61153 鎰勝三,2017/04/26,175,12,0
6116 彩晶,2017/04/26,8.26,"3,233,933","47,094"
6117 迎廣,2017/04/26,18.6,"88,650",235
6118 建達,2017/04/26,6.58,"90,889",262
6120 達運,2017/04/26,14.1,"665,555","3,251"
6121 新普,2017/04/26,100.5,"308,284",941
6122 擎邦,2017/04/26,10.55,"68,729",312
6123 上奇,2017/04/26,33.2,"55,143",57
6124 業強,2017/04/26,32.6,"182,479",65
6125 廣運,2017/04/26,10.05,"254,011",137
6126 信音,2017/04/26,11.8,"116,370",240
61262 信音二,2017/04/26,128.3,"2,255",0
6127 九豪,2017/04/26,14.85,"85,041","4,873"
61274 九豪四,2017/04/26,106.9,"4,000",202
6128 上福,2017/04/26,41.2,"87,588",18
6129 普誠,2017/04/26,8.65,"180,943",207
6130 星寶國際,2017/04/26,43.6,"26,700",20
6131 悠克,2017/04/26,18.3,"101,926","4,404"
6133 金橋,2017/04/26,9.51,"117,006",13
6134 萬旭,2017/04/26,10.1,"92,819",25
6136 富爾特,2017/04/26,24.55,"115,536",85
6138 茂達,2017/04/26,37.6,"102,288","2,185"
6139 亞翔,2017/04/26,34.85,"216,637","5,379"
61393 亞翔三,2017/04/26,200,"1,632",8
6140 訊達,2017/04/26,10.7,"38,367",5
6141 柏承,2017/04/26,17.9,"133,064","7,259"
6142 友勁,2017/04/26,8.95,"268,235","1,596"
6143 振曜,2017/04/26,68.2,"83,280","2,319"
6144 得利影,2017/04/26,9.91,"73,117",0
6145 勁永,2017/04/26,11.85,"325,533","1,442"
6146 耕興,2017/04/26,182.5,"90,410",93
61462 耕興二,2017/04/26,130,154,0
6147 頎邦,2017/04/26,44.8,"649,261","5,209"
6148 驊宏資,2017/04/26,5.43,"90,002",59
6150 撼訊,2017/04/26,16,"30,264",43
6151 晉倫,2017/04/26,26.7,"55,257",542
6152 百一,2017/04/26,9.33,"172,400",105
6153 嘉聯益,2017/04/26,20.3,"323,159","2,071"
61534 嘉聯益四,2017/04/26,99.4,"14,034",10
6154 順發,2017/04/26,16.8,"80,080",35
6155 鈞寶,2017/04/26,21.65,"85,884","3,524"
6156 松上,2017/04/26,24.3,"77,381","1,316"
6158 禾昌,2017/04/26,21.9,"113,468",221
6160 欣技,2017/04/26,20.95,"68,489",281
6161 捷波,2017/04/26,13.6,"120,833",869
6163 華電網,2017/04/26,11.65,"103,481",220
6164 華興,2017/04/26,14.1,"100,000",95
6165 捷泰,2017/04/26,39,"49,682",750
6166 凌華,2017/04/26,66.1,"217,567",113
6167 久正,2017/04/26,9.59,"162,173","4,466"
6168 宏齊,2017/04/26,10.2,"206,069",336
61684 宏齊四,2017/04/26,99.9,"6,000",0
6169 昱泉,2017/04/26,25.8,"35,473",51
6170 統振,2017/04/26,8.92,"89,670",56
6171 亞銳士,2017/04/26,11.65,"75,351",27
6172 互億,2017/04/26,13.85,"30,000",3
6173 信昌電,2017/04/26,25.15,"185,116","4,977"
6174 安碁,2017/04/26,16,"50,000",65
6175 立敦,2017/04/26,18.35,"137,870",358
6176 瑞儀,2017/04/26,61.6,"465,027","1,918"
61761 瑞儀一,2017/04/26,99,"1,890",0
6177 達麗,2017/04/26,23,"206,627",468
61774 達麗四,2017/04/26,150,"2,273",50
61775 達麗五,2017/04/26,150,"4,797",0
61776 達麗六,2017/04/26,142,"4,837",0
6179 亞通,2017/04/26,50.2,"50,156",44
6180 橘子,2017/04/26,30.4,"157,593",186
61801 橘子一,2017/04/26,104,"7,000",1
6182 合晶,2017/04/26,18.65,"433,784","19,224"
61825 合晶五,2017/04/26,138,"3,098",0
61826 合晶六,2017/04/26,122,"4,300",23
6183 關貿,2017/04/26,27.8,"150,000",21
6184 大豐電,2017/04/26,35.7,"158,230",111
61842 大豐電二,2017/04/26,101,"20,000",0
6185 幃翔,2017/04/26,22.35,"118,858",124
6186 新潤,2017/04/26,23.45,"71,690",108
6187 萬潤,2017/04/26,75.2,"84,238","6,130"
6188 廣明,2017/04/26,38.45,"278,358","4,535"
6189 豐藝,2017/04/26,31.85,"179,045",146
6190 萬泰科,2017/04/26,14.3,"137,182",577
61904 萬泰科四,2017/04/26,150,325,0
6191 精成科,2017/04/26,12.25,"523,546","2,418"
6192 巨路,2017/04/26,52,"118,710",140
6194 育富,2017/04/26,17.65,"78,000",103
6195 詩肯,2017/04/26,55.9,"42,982",127
61952 詩肯二,2017/04/26,117,"2,824",12
6196 帆宣,2017/04/26,41.8,"171,501","18,181"
61963 帆宣三,2017/04/26,149,"3,199",153
6197 佳必琪,2017/04/26,30.65,"173,447",891
6198 凌泰,2017/04/26,19.9,"20,135",17
6199 天品,2017/04/26,17.05,"61,760",0
6201 亞弘電,2017/04/26,33.35,"89,200",122
6202 盛群,2017/04/26,55,"226,168",531
6203 海韻電,2017/04/26,31.35,"79,953",14
6204 艾華,2017/04/26,21.2,"36,097",6
6205 詮欣,2017/04/26,40.8,"71,839","5,630"
6206 飛捷,2017/04/26,103,"146,368",263
6207 雷科,2017/04/26,35.6,"83,954","3,915"
6208 日揚,2017/04/26,14.8,"98,993",218
6209 今國光,2017/04/26,33.65,"162,575","38,423"
6210 慶生,2017/04/26,37.45,"35,048",13
6212 理銘,2017/04/26,28.2,"102,000",15
6213 聯茂,2017/04/26,44.9,"302,957","1,098"
6214 精誠,2017/04/26,61.1,"269,393",539
6215 和椿,2017/04/26,12.45,"82,789",224
6216 居易,2017/04/26,32.35,"79,954",98
6217 中探針,2017/04/26,36.5,"63,213",164
6218 豪勉,2017/04/26,19.1,"64,262",65
6219 富旺,2017/04/26,10.65,"174,016",19
6220 岳豐,2017/04/26,48.65,"124,554","3,616"
6221 晉泰,2017/04/26,24.7,"39,591",11
6222 上揚,2017/04/26,6.63,"28,785",0
6223 旺矽,2017/04/26,106,"79,605","3,673"
62233 旺矽三,2017/04/26,119,"6,007",113
6224 聚鼎,2017/04/26,61.2,"80,001",96
6225 天瀚,2017/04/26,3.15,"98,472",6
6226 光鼎,2017/04/26,8.22,"93,781",402
62264 光鼎四,2017/04/26,108,"2,000",0
6227 茂綸,2017/04/26,20.55,"76,111",219
6228 全譜,2017/04/26,12.25,"21,223",59
6229 研通,2017/04/26,14.2,"36,087",117
6230 超眾,2017/04/26,124,"86,343",816
6231 系微,2017/04/26,32.7,"38,043",385
6233 旺玖,2017/04/26,11.25,"84,574",736
6234 高僑,2017/04/26,17.3,"92,864",80
6235 華孚,2017/04/26,21.8,"164,453","1,370"
6236 康呈,2017/04/26,37.6,"31,654",4
6237 驊訊,2017/04/26,22.4,"78,106",125
6238 勝麗,2017/04/26,173,"49,094",313
62383 勝麗三,2017/04/26,348,220,0
62384 勝麗四,2017/04/26,585,52,0
6239 力成,2017/04/26,93.7,"779,146","10,713"
6240 松崗,2017/04/26,42.8,"23,098",14
6241 易通展,2017/04/26,14.9,"23,717",18
6242 立康,2017/04/26,45.3,"22,200",18
6243 迅杰,2017/04/26,12.85,"74,976",134
6244 茂迪,2017/04/26,26.1,"490,034","1,293"
6245 立端,2017/04/26,46.4,"104,649",372
6246 臺龍,2017/04/26,25.75,"21,750",18
6247 淇譽電,2017/04/26,10.1,"60,321",5
6248 沛波,2017/04/26,22.7,"30,675",4
6251 定穎,2017/04/26,9,"281,059",237
6257 矽格,2017/04/26,26.75,"359,886",698
62572 矽格二,2017/04/26,103.3,"12,000",630
6259 百徽,2017/04/26,2.72,"72,936",72
6261 久元,2017/04/26,45.15,"128,497",110
6263 普萊德,2017/04/26,53.6,"62,500",111
6264 富裔,2017/04/26,7.79,"116,355",25
6265 方土昶,2017/04/26,6.92,"118,172",37
6266 泰詠,2017/04/26,12.05,"92,197",210
6269 台郡,2017/04/26,107,"302,238","10,712"
62693 台郡三,2017/04/26,172,734,0
62694 台郡四,2017/04/26,142.45,"12,114",164
6270 倍微,2017/04/26,10.95,"72,145",68
6271 同欣電,2017/04/26,125.5,"165,357","2,643"
6272 驊陞,2017/04/26,11.88,"64,722",93
6274 台燿,2017/04/26,53.3,"241,815","6,264"
6275 元山,2017/04/26,16.2,"55,711",649
62755 元山五,2017/04/26,122,"1,782",0
6276 安鈦克,2017/04/26,8.8,"33,733",33
6277 宏正,2017/04/26,83,"119,471",83
6278 台表科,2017/04/26,26.75,"295,398",216
6279 胡連,2017/04/26,147.5,"97,181",282
6281 全國電,2017/04/26,63.6,"99,172",12
6282 康舒,2017/04/26,23.25,"518,489",605
6283 淳安,2017/04/26,49,"127,542","9,812"
6284 佳邦,2017/04/26,20,"102,558",467
6285 啟碁,2017/04/26,86.2,"353,117","2,494"
62852 啟碁二,2017/04/26,110.9,"14,188",67
6287 元隆,2017/04/26,2.99,"318,145",14
62874 元隆四,2017/04/26,102.5,"2,500",0
6288 聯嘉,2017/04/26,23.94,"152,113","1,167"
6289 華上,2017/04/26,3.13,"269,260",477
6290 良維,2017/04/26,32,"131,056",825
62907 良維七,2017/04/26,117,"2,000",0
62908 良維八,2017/04/26,116,"3,000",0
6291 沛亨,2017/04/26,2.71,"33,000",2
6292 迅德,2017/04/26,35.2,"46,900",40
6294 智基,2017/04/26,116,"20,262",9
6298 崴強,2017/04/26,19.75,"168,951",807
6401 助群,2017/04/26,16.15,"45,504",28
6403 群登,2017/04/26,12.43,"27,644",77
6404 通訊-KY,2017/04/26,15.05,"37,904",79
6405 悅城,2017/04/26,17.05,"65,800",27
6407 相互,2017/04/26,13,"70,087",223
6409 旭隼,2017/04/26,422,"78,705",26
6411 晶焱,2017/04/26,62.7,"65,928",568
6412 群電,2017/04/26,50.9,"375,740","1,747"
6414 樺漢,2017/04/26,331.5,"76,388","1,188"
64141 樺漢一,2017/04/26,139,382,0
64142 樺漢二,2017/04/26,109.5,"15,595",133
6415 矽力-KY,2017/04/26,542,"85,985",248
6416 瑞祺電,2017/04/26,116,"60,030",49
6417 韋僑,2017/04/26,38.95,"35,614",465
6418 詠昇,2017/04/26,24.84,"30,460",1
6419 京晨科,2017/04/26,17.4,"22,045",219
6422 君耀-KY,2017/04/26,75.8,"41,485",876
64221 君耀一KY,2017/04/26,113.3,"2,999",35
6423 億而得,2017/04/26,54.64,"24,810",11
6425 易發,2017/04/26,29.6,"36,423",32
6426 統新,2017/04/26,174.5,"32,290","2,679"
6428 淘米,2017/04/26,10.3,"17,682",0
6431 光麗-KY,2017/04/26,8.72,"45,642",10
6432 今展科,2017/04/26,25,"19,530",62
64321 今展科一,2017/04/26,104.15,"1,800",0
6434 達輝光電,2017/04/26,5.35,"463,602",0
6435 大中,2017/04/26,76.8,"33,063","3,423"
6438 迅得,2017/04/26,52.8,"52,800","1,229"
6441 廣錠,2017/04/26,71,"23,021",33
6442 光聖,2017/04/26,53.6,"66,000","1,489"
6443 元晶,2017/04/26,10.35,"426,855","1,033"
6445 經絡醫,2017/04/26,85,"21,250",0
6446 藥華醫,2017/04/26,152,"218,821",188
6449 鈺邦,2017/04/26,34.9,"73,190",262
64491 鈺邦一,2017/04/26,108.9,"3,000",0
6451 訊芯-KY,2017/04/26,98.2,"105,446",555
6452 康友-KY,2017/04/26,475.5,"65,000",558
6453 健永,2017/04/26,185.59,"72,836",51
6456 GIS-KY,2017/04/26,166.5,"309,439","13,764"
6457 紘康,2017/04/26,32.2,"28,792",27
6461 益得,2017/04/26,40.01,"70,000",978
6462 神盾,2017/04/26,175,"69,677",894
6464 台數科,2017/04/26,116,"123,767",1
6465 威潤,2017/04/26,67.8,"24,369",1
6467 泰合藥,2017/04/26,8.59,"52,312",37
6468 棒辣椒,2017/04/26,93.5,"12,000",42
6469 大樹,2017/04/26,85,"26,523",125
6470 宇智,2017/04/26,66.9,"32,009",735
6471 聯生藥,2017/04/26,68.81,"160,591",103
6472 保瑞,2017/04/26,44.7,"26,462",254
6473 好玩家*,2017/04/26,20,"47,000",30
6475 岱煒,2017/04/26,13.9,"25,235",15
6477 安集,2017/04/26,17.65,"82,456",63
6479 瑞寶基因,2017/04/26,25.1,"74,158",44
6481 世界科,2017/04/26,30.8,"27,734",6
6482 弘煜科,2017/04/26,54,"14,084",0
6485 點序,2017/04/26,47,"31,178",119
6486 互動,2017/04/26,64,"46,180","6,169"
6487 源一,2017/04/26,17.26,"18,000",16
6488 環球晶,2017/04/26,225.5,"437,250","6,459"
6489 德晶,2017/04/26,10.4,"28,470",42
6490 凌昇科,2017/04/26,3.17,"33,754",20
6491 晶碩,2017/04/26,100,"60,000",39
6492 生華科,2017/04/26,145,"74,295",599
6493 雷虎生,2017/04/26,29.75,"24,050",1
6494 九齊,2017/04/26,42.75,"26,559",86
6495 納諾*-KY,2017/04/26,120.61,"134,270",215
6496 科懋,2017/04/26,78.9,"46,667",105
6498 久禾光,2017/04/26,6.33,"31,701",154
6499 益安,2017/04/26,86.5,"51,356",74
6504 南六,2017/04/26,148.5,"72,600",29
6505 台塑化,2017/04/26,107,"9,525,959","2,979"
6506 雙邦,2017/04/26,25,"76,856",232
6507 新力美,2017/04/26,3.33,"99,877",143
6508 惠光,2017/04/26,27.8,"81,393",32
6509 聚和,2017/04/26,17.5,"162,765",279
65094 聚和四,2017/04/26,105.8,"3,000",0
6510 精測,2017/04/26,"1,175.00","30,789",698
6511 綠晁,2017/04/26,4.78,"60,000",5
6512 啟發電,2017/04/26,29.15,"25,000",9
6514 芮特-KY,2017/04/26,46,"21,358",118
6516 勤崴,2017/04/26,403.99,"19,177",6
6518 康科特,2017/04/26,18.5,"25,000",9
6521 金樺,2017/04/26,30.89,"25,687",3
6523 達爾膚,2017/04/26,208,"45,815",25
6525 捷敏-KY,2017/04/26,59.1,"106,650",566
6527 明達醫,2017/04/26,38.58,"21,420",4
6529 研鼎,2017/04/26,38.8,"16,185",0
6530 創威,2017/04/26,16.2,"30,000",0
6531 愛普,2017/04/26,95,"70,720","2,385"
6532 瑞耘,2017/04/26,23.85,"31,626",94
6533 晶心科,2017/04/26,162.5,"40,611","1,086"
6534 正瀚,2017/04/26,260,"30,000",25
6535 順藥,2017/04/26,43.6,"95,085",100
6536 碩豐,2017/04/26,53,"21,324",6
6538 倉和,2017/04/26,61.5,"30,300",24
6539 翔宇,2017/04/26,141.49,"38,729",1
6540 喜康-KY,2017/04/26,61.99,"219,620",6
6541 泰福-KY,2017/04/26,120,"193,151",31
6542 隆中,2017/04/26,82.4,"30,000",12
6545 擎力,2017/04/26,10.85,"15,010",1
6546 正基,2017/04/26,15.08,"83,690",115
6547 基亞生,2017/04/26,28.92,"122,500",55
6548 長華科,2017/04/26,357.5,"30,107",110
6549 景凱,2017/04/26,15.2,"58,453",202
6550 北極星藥業-KY,2017/04/26,35.11,"206,630",217
6551 必翔電,2017/04/26,14,"195,000",218
6552 易華電,2017/04/26,29.05,"100,000",185
6553 豐華,2017/04/26,38.7,"62,499",47
6554 中美冠科-KY,2017/04/26,48.6,"145,276",166
6555 榮炭,2017/04/26,30.53,"38,500",3
6556 勝品,2017/04/26,56.8,"21,000",26
6558 興能高,2017/04/26,27.99,"74,597",861
6559 研晶,2017/04/26,29.7,"23,188",52
6560 欣普羅,2017/04/26,74.6,"17,151",114
6562 聯亞藥,2017/04/26,20.35,"141,399",1
6565 物聯,2017/04/26,41.56,"21,017",1
6566 創益,2017/04/26,45.5,"22,972",61
6567 生控,2017/04/26,73.6,"89,500",58
6568 宏觀,2017/04/26,169.5,"24,700",419
6569 醫揚,2017/04/26,275,"18,188",90
6570 維田,2017/04/26,28.2,"24,784",0
6572 博錸,2017/04/26,24,"50,858",6
6574 霈方,2017/04/26,169,"20,000",12
6575 心悅,2017/04/26,73.01,"102,414",198
6576 逸達,2017/04/26,68.6,"80,036",0
6577 勁豐,2017/04/26,69,"39,452",147
6578 達邦蛋白,2017/04/26,33,"24,326",1
6579 研揚,2017/04/26,118.02,"96,000",34
6581 鋼聯,2017/04/26,110.33,"99,944",42
6582 申豐,2017/04/26,91,"94,345",42
6583 友松,2017/04/26,56.99,"14,600",0
6584 南俊國際,2017/04/26,97.5,"52,000",7
6585 鼎基,2017/04/26,56.84,"60,000",0
6588 東典光電,2017/04/26,295,"20,755",273
6589 台康生技,2017/04/26,38.6,"103,017",44
6590 普鴻,2017/04/26,30.12,"13,000",4
6591 動力-KY,2017/04/26,104,"16,120",61
6593 台灣銘板,2017/04/26,40.5,"16,947",16
6596 寬宏藝術,2017/04/26,53,"19,000",5
6598 ABC-KY,2017/04/26,50.4,"46,413",0
6603 富強鑫,2017/04/26,12,"123,385",59
66032 富強鑫二,2017/04/26,109.9,"2,957",0
6605 帝寶,2017/04/26,88.4,"165,816",368
6609 瀧澤科,2017/04/26,22.2,"71,035",13
6610 安成生技,2017/04/26,60,"56,434",2
6611 方舟,2017/04/26,16.25,"12,000",70
6612 奈米醫材,2017/04/26,43.9,"30,216",0
6613 朋億,2017/04/26,158.49,"29,628",181
6615 慧智,2017/04/26,78.8,"18,670",49
6617 共信-KY,2017/04/26,66.6,"97,221",23
6620 漢達,2017/04/26,99.2,"104,449",82
6624 萬年清,2017/04/26,47.89,"16,000",19
6625 必應,2017/04/26,94.5,"25,667",61
6626 唯數,2017/04/26,84.59,"27,645",36
6627 飛躍文創,2017/04/26,50.2,"21,175",50
6803 崑鼎,2017/04/26,173.5,"66,624",91
7402 邑錡,2017/04/26,80.5,"18,746",81
7421 易宏,2017/04/26,26.8,"23,501",0
7443 凡事康,2017/04/26,18.6,"22,000",2
8011 台通,2017/04/26,23.35,"115,069",690
80112 台通二,2017/04/26,127,451,0
80113 台通三,2017/04/26,130,189,0
8016 矽創,2017/04/26,91.1,"120,637",373
8021 尖點,2017/04/26,26.8,"159,478","1,644"
8024 佑華,2017/04/26,11.45,"46,013",26
8027 鈦昇,2017/04/26,35,"61,643","16,975"
80271 鈦昇一,2017/04/26,191,"1,611",26
8028 昇陽半,2017/04/26,29.9,"116,828",525
8032 光菱,2017/04/26,26.5,"51,810",9
8033 雷虎,2017/04/26,8.53,"128,729",222
8034 榮群,2017/04/26,11.7,"62,873",552
8038 長園科,2017/04/26,42.5,"56,560",249
80381 長園科一,2017/04/26,103.5,"2,984",0
8039 台虹,2017/04/26,36.7,"208,445",370
8040 九暘,2017/04/26,7.05,"82,725",55
8041 東精電,2017/04/26,10.53,"24,592",0
8042 金山電,2017/04/26,55.4,"111,372",480
80423 金山電三,2017/04/26,198,183,0
80424 金山電四,2017/04/26,143,"1,665",1
8043 蜜望實,2017/04/26,19.55,"79,907","2,099"
8044 網家,2017/04/26,266,"110,316",399
8046 南電,2017/04/26,26.25,"646,165",649
8047 星雲,2017/04/26,10.85,"41,473",29
8048 德勝,2017/04/26,24.75,"53,264",17
